일자,언론사,제목,중요키워드
20170605,파이낸셜뉴스,조직개편 '국정안정' '효율'에 방점,"차관급_조직,중소기업,박근혜_정부,박근혜,미래부,재난_정책,차관급_직제,방점,개편_최소화,중소기업_경쟁력_강화,통상기능,차관급_재난안전관리,조직개편,차관급_재난안전관리_본부,박근혜_정부_때,산업부,미래창조과학부,전임_박근혜_정권,수자원_정책,전임_박근혜,수자원_정책_기능,최소화_방점,중소기업_경쟁력,재난안전관리,수자원공사_감독_업무,최소화,장관급_조직,건_통상기능_이관문제,4차_산업혁명_시대,재협상,재난_관련_기능,보호주의,조직개편_국정안정,문재인_정부,물_관리_업무,차관급_과학기술혁신본부,4차,산업혁명,수자원공사,일자리,5개월,건_중소벤처부_신설,기업부,3명,컨트롤타워,수자원,중소기업_지원,경쟁력,국정안정,이관문제"
20170605,파이낸셜뉴스,[윤중로] 사면초가 유통가,"유통산업,대형마트,정규직,대형_유통업체,규제_강화,각종_규제,강제휴무,정규직_전환,대형_유통시설,상권영향평가_대상_확대,소비자,대형_유통시설_입점,인건비,유통시장,면세점,메뉴_가격,비정규직,유통업체,대형_유통업,대형_유통점포,강제휴무_대상업종_확대,유통시장_관련_규제,대형_유통업체_관계자,업종_특성상_비정규직,상권영향평가_대상,1만,요즘_유통,업종_특성상,갑질,한류상품_수요,한류상품_수요_감소,4차,외식기업,메뉴_가격_인상,제1,유통시설,구조개편,유통규제_법안,이중처벌_논란,소비자_주권,비용증가_요인,강제휴무_대상업종,인건비_상승,고용개선_작업,중장기적_관점,시간당_1만,골목상권_보호,유통가,고도미사일방어체계,사드"
20170605,중도일보,"목포대양산단, 옴니시스템 목포공장 준공","한전_에너지,한전,목포,투자_기업,옴니시스템,목포_대양산단_입주_기업,입주_기업,목포_대양산단,대양산단,옴니시스템_목포공장,투자_유치,목포공장,전력량,옴니시스템_목포공장_준공,박혜린_옴니시스템,전남_목포_대양산단,에너지_관련_기업,목포시,에너지_분야,위지트에너지,전남_목포,에너지_연관기업_유치,박홍률,분양_계약,일자리,박혜린,38개_기업,전기장기_생산,한전_관계자,에너지_연관기업,박홍률_시장,일자리_창출,전기장기_생산_배후_도시,검침_정보,대양산단_산업,항구도시_목포,스마트_전력량계,박혜린_회장,1일_스마트,산업혁명,4차,1일_스마트_전력량계,결국_공장,준공식,전력량계,자회사,4차_산업혁명,검침_정보_조작,배후_도시,전남"
20170605,중도일보,"[인터뷰] 한선화 KISTI 원장 “4차 산업혁명, 오픈사이언스로 개척한다”","kisti,오픈사이언스,과학기술_정보,개방형_과학,데이터_공유,정보_분야,오픈_데이터,국가_과학기술_정보_분야,개방_플랫폼,정보_서비스,개방형,첨단_환경,한선화_kisti_원장,국가_과학기술,한선화_kisti,데이터_관리,4차,원장_4차,과학기술_분야,국가_과학기술계,연구자,산업혁명,과학기술,개방형_협력,연구개발_인프라,4차_산업혁명,협업_플랫폼,연구개발,과학기술계,세계_과학기술계,대용량_데이터,연구환경,오픈사이언스_전도사,한선화,인공지능,국가_정책,슈퍼컴퓨팅,네트워크,정부_공약,중소기업,개방형_계산과학공학_플랫폼,우리나라_정보_서비스,4차_산업혁명_시대,개방형_혁신,중력파,kisti_설립,정부_지원,우리나라_정보,플랫폼_투픽스,과학자"
20170605,중도일보,"진천군, 글로벌 꿈나무 창의공작소 사업 순항","창의공작소,창의공작소_사업,창의공작소_수업,창의공작소_3d프린팅_교육,4차,글로벌_꿈나무_창의공작소,창의공작소_수업_형태,꿈나무,공작소,소프트웨어_교육,모델링_프로그램,창의공작소_3d프린팅,거점학교_수업,창의융합_학생_캠프,진천,꿈나무_강사,꿈나무_강사_양성,글로벌_꿈나무,4차_산업혁명_시대,창의융합_학생,4차_산업혁명,창의공작소_ict,진천군,거점학교,3개년_사업,교육_만족도,3단계,8개,사고력,체험_교육기회,플레이_체험,창의공작소_ict_창의융합_체험교육,맞춤형_프로그램,사업비,창의박람회_운영,산업혁명,3d프린팅,가족_캠프,체험_교육기회_제공,학습기반_구축,3d프린팅_과정_40명,유아과정_22개소_649명,혁명_시대,창의융합_체험교육,우석대,초등과정_8개,소프트웨어_중심,교원대,논리적_사고력,연구진"
20170605,매일경제,11조 나랏돈 풀어 일자리 11만개 만든다…정부 추경안 확정,"일자리,채용_지원,일자리_추경,일자리_추경_11조,추경안,정부_추경안,국무회의,민간_일자리,일자리_7만,일자리_11만,11조,연말께_실제_채용,민간_일자리_3만,중소기업,중앙정부_추경,금융_지원,일자리_관련_사업,지원_전용펀드,청년창업펀드,정부_추경안_확정,추가_채용,공공_부문_일자리_7만,채용_절차,중앙정부_추경_7조,청년창업펀드_확대,공무원,4차_산업혁명_지원_전용펀드,4차,청년_구직자,근로자,11조_나랏돈,정규직,한편_중소기업,한편_중소기업_정규직,30만,연말께_실제,소방관,중앙정부,3만,7만,11만,번째_근로자_임금,7조,나랏돈,국채_발행,7일_국회,5일_이낙연_국무총리_주재,여유_재원,소득계층_40%,성장률"
20170605,매일경제,"한국암웨이, 제2의 도약 위한 미래 비전 선포","사업자,한국암웨이,암웨이_사업자,암웨이,사업자_지원,모바일_서비스,김장환,주년,소비자,사업자_편의성,2021년_한국암웨이,서비스_스마트,한국암웨이_임직원,2019년_암웨이,오프라인,미래_비전,인근_소재_사업자,산업혁명,온라인_주문_제품,온라인,4차,디지털_플랫폼,김장환_신임,창출_영역,김장환_대표이사,사업자_중심,김장환_신임_대표이사_취임,온라인_주문,4차_산업혁명,암웨이_아태지역총괄,영역별_핵심_전략,서비스_스마트_콘택,상생_프로젝트,교육_프로그램,암웨이_플라자,재정립,2021년_한국암웨이_30주년,사회공헌_프로그램,2019년_암웨이_60주년,사회적_공유가치_창출_영역,미래_비전_선포식,미래_비전_선포,서울,창의적_플랫폼,할부_프로그램,일반인,디지털_플랫폼_링크,세금_납부_관련_지원,전국_15개_지역,영역별_핵심"
20170605,파이낸셜뉴스,"김장환 한국암웨이 신임대표 미래비전 선포 ""4차 산업혁명 체제로 제2도약""","사업자,한국암웨이,소비자,사업자_지원,암웨이,미래비전,김장환_한국암웨이,한국암웨이_신임,김장환,신규_사업자,융합_사업자,서울,한국암웨이_신임_대표_취임식,사업자_중심,사업자_대상,보상_강화,1일_김장환,4차,오프라인,프레스티지_브랜드_강화,신규_사업,김장환_대표이사,선포_4차,신규_사업_기회,서울_광장동,디지털_플랫폼,다양화,서울_광장동_워커힐호텔,디지털_플랫폼_링크,워커힐호텔,신임_대표이사,디지털_플랫폼_강화_온,사업자들,광장동,대표_취임식,주년,산업혁명,대표이사,4차_산업혁명,산업혁명_체제,4차_산업혁명_시대,사업_채널,링크_서비스,서울_광장동_그랜드_워커힐호텔,글로벌_웰니스,프레스티지_브랜드,한국암웨이_임직원,사업자_대상_보상확대,소비자_트렌드,상생_프로젝트"
20170605,전북도민일보,제1회 전주시장배 전국 드론축구 대회 개최,"드론,드론축구,전국_드론축구,전주시,드론축구_보급,전주,드론축구_동호회,드론_레저스포츠,대회_개최,드론축구_성공사례,4차,신개념,번째_드론축구_전국대회,전주시_최은자,드론_5대,킨텍스,로보유니버스,축구공,행사장,한자리,세계_로봇,전국_드론축구대회,전국_15개,드론축구_경기방식,드론축구_종주도시,드론축구_공식대회,선수단,드론_레저스포츠_산업도시,동호회,축구공_모양,대회_규정,드론축구_성공사례_발표,4차_산업혁명,경기도,대한드론축구협회,최첨단,준우승,3회,k드론,4차_산업혁명_핵심_기술,전주시_최은자_신성장산업본부장,국내_지자체_선수단,k드론_행사장,3위,1점,최은자,일산,전국_드론축구대회_뿐,산업혁명,레저스포츠"
20170605,파이낸셜뉴스,[정부조직 개편] 산업·미래부 '안도의 한숨',"산업부_통상,산업부,중소기업,중소기업_정책,과학기술_정책,부처_승격,중소벤처기업부,부처_유지,중소벤처기업부_승격,중소벤처기업부_숙원,부처_폐지,중소기업_정책_추진,중소기업청_중소벤처기업부,미래부,통상_리더십_강화,통상분야_차관급_승격,중소기업청,산업통상자원부,기업부,통상_리더십,중소기업계,산업부_고위,과학기술_분야,범정부_통상,중소벤처기업부_숙원_이뤄,통상관련_조직_개편,현행_산업부_중심,중소벤처기업부_직제,하지만_중소기업_중심,통상분야_차관급,현행_산업부,하지만_중소기업,에너지_분야,차관급_통상교섭본부장,부처_폐지_논란,과학기술_분야_컨트롤타워,통상관련_조직,오랫동안,거대_부처,2개_부처,산업부_고위_관계자,범정부_통상_태스크포스,통상분야_비중,차관_체제,통상교섭본부장,무역규제_강화,일자리,중소벤처부_숙원,중소기업계_수년,경제구조_개편"
20170605,세계일보,"은행권, 빅데이터 역량 강화 박차","빅데이터,빅데이터_활용,빅데이터_역량,빅데이터_역량_강화,비정형,빅데이터_역량_강화_박차,하나은행,고객_데이터,빅데이터_교육,빅데이터_전담_신설,비정형_데이터,빅데이터_전담,계열사,강화_방안,강화_박차,플랫폼_구축,4차,빅데이터_전문가,기업은행,케이뱅크,연구소,우리은행,여신_심사,플랫폼_고도화_작업,직원_대상_빅데이터_교육,금융지주사_경쟁력_강화_방안,기업_부실,금융지주_계열사,온라인,콜센터,한국금융연구원,오픈데이터,금융지주,빅데이터_분석_인프라,인터넷상_정보,금융지주사,플랫폼_고도화,여신심사,기업_부실_여부,3월_금융권,은행_홈페이지,은행권,이달_1일,1월_금융위,빅데이터_전략센터,4차_산업혁명,4차_산업,고객정보_공유,ace,우선협상자"
20170605,매일신문,"구미시, 전국체전 추진단 한시 신설","탄소산업,전국체전_추진단,구미,탄소산업_선도,정부_정책,일자리_정책,일자리_정책_추진,한시_신설,구미시,구미_설립,전국체전_추진단_한시_신설,탄소산업_클러스터,일자리,탄소산업_육성,지역_현안_수요,체전_기획,전국체전_유치,체전_운영,구미_정창구,지역_현안,지역공동체,조직_개편,탄소산업_클러스터_조성,감소_대응,클러스터,대회_지원,cfk-밸리_코리아_구미_설립,문화예술_정책,체전_시설,3팀,코리아,4차_산업혁명_선도,2020년_구미,감소_대응_컨트롤타워_역할,구미_정창구_기자,선도적_대응,정창구,저출산,대회_지원_업무,한시_기구,제101회_전국체전,전국체전추진단,복지행정_수요,4차,재정_부담,산업혁명,추진단,지역공동체담당,탄소산업담당,지방세원_발굴"
20170605,한국일보,취준생 3개월간 30만원씩 지급… 육아휴직 급여 2배로,"일자리,노인_일자리,일자리_추경,노인_대상,육아휴직,대상_중소기업,중소기업,노인_서비스,노인_일자리_수당_27만,청년_근로자,3개월,일자리_창출,구직_단계,육아휴직_급여,청년층,문재인_정부,정부_관계자,청년_주거비_부담,경력_단절,통상임금,청년_주거비,대상자,일자리_여건,번째_청년_근로자,노인_대상_복지서비스,산업혁명,사회서비스_일자리,청년실업,150만,노인일자리_수당,4차,수당_27만,근로자,국공립,육아휴직_급여_2배로,소득_감소,현행_통상임금,2배,청년내일채움공제,2배_인상,5만,어린이집,사회서비스_일자리_2만,4차_산업혁명,청년_3명,마중물,국공립_어린이집,마지막_단계,소득_하위,경우_육아휴직_급여"
20170605,한국일보,"창원문성대, 동남권 산학협력 모델로 ‘우뚝’","산학협력,산학협력_사업,창원문성대,지원_사업,빅데이터_사업,5년_연속_선정,빅데이터_사업_역량,5년_연속,동남권_산학협력,스마트_팩토리,빅데이터,국책사업_선정,동남권_산학협력_모델,4차,2년_연속_선정,지역사회,사회맞춤형_산학협력,산학협력_구축,이원석_창원문성대,맞춤기술인력양성_5년_연속,linc,31개_기업,대규모_재정_지원_사업,동남권,국책사업,맞춤기술인력양성_5년,2년_연속,산학협력_생태계,고용_창출,사회맞춤형_산학협력_선도전문대학_육성사업,산학협력_고도화형,맞춤기술_인재_양성,중소기업청,교육부,중소기업,현장_전문가,참여기업_현장,창원문성대_창업보육센터,_2단계_사업,취업_연계,참여_학생,대학_창업보육센터,이원석_창원문성대_총장,고기술,국고_지원,스마트_팩토리_분야,일자리_창출,빅데이터_플랫폼_비즈니스_모델,맞춤기술_인재,1팀"
